text,sentiment
"So is the mask a Global Warming scam so we don’t breathe CO2 into the atmosphere since they couldn’t stop cows from farting? They say CO2 emissions are down. @realDonaldTrump #askagbarr #depopulation #Depop
#Agenda21 #Agenda2030 #Covid_19
#DarkToLight #QAnon #KAG #MAGA2020 pic.twitter.com/Ko5UbM1Ywg",neg
"Should have DISCOURAGED him from taking off the mask. Now IMO, the plant needs to be IMMEDIATELY shut down and disinfected. In light of his possible positive COVID-19 test (according to his word salad) today, all who had unmasked contact must be quarantined for 14 days. #DrTrump",pos
How does a cloth mask protects you from #covid_19 it only protects others & harms ones self @DrZweliMkhize,pos
Come on. Think about what you just said. A mask protects no one from Covid-19 no matter who is wearing it.,neg
"Again, since so many people don't seem to understand this. Wearing a mask will not stop you from catching covid 19. However, if you have it, and you may be asymptomatic, it will keep you from spreading it to others. The mask isn't for you, it is to protect other people. FFS.",neg
"Hopefully you'll get Covid-19 from not wearing a mask in Michigan today and you'll slowly die a HARRIBUL,long, painful death 🙏☺️  pic.twitter.com/RjcfVq9ENO",neg
"Wow! iPhone update:

“iOS 13.5 speeds up access to the passcode field on devices with Face ID when you are wearing a face mask...to support COVID-19 contact tracing apps from public health authorities.” #covid19 #coronavirus pic.twitter.com/Ey5l7d1rQM",pos
"The family practice office I go to had several staff members, including the physician, who got Covid-19 from a patient not wearing a mask.
Doctors’ new coronavirus threat: Patients who refuse to wear masks  https://www.vox.com/2020/5/21/21266413/coronavirus-face-masks-trump-cdc-n95 … #SmartNews",neg
"I believe that, if I dont get covid-19 its because of didnt get close contact with someone who caught. This disease can not stop with low protection 😟(regular mask, washing hands ext..) My friends father got covid-19 from a bazaar after 21 days of self isolation.",pos
"TRUMP DOES NOT WEAR A MASK WHEN 90,000 AMERICANS HAVE DIED FROM COVID-19 and 50,000 Americans could have been saved if Trump had acted two weeks earlier!

TRUMP DOES NOT CARE ABOUT AMERICAN’S LIVES!  pic.twitter.com/Izk47nxqHP",neg
"On the day @CityofFresno announced the lift of SIP, there were 34 new cases of COVID-19 (1,338 to 1,372) and two deaths (20 to 22). These numbers will likely have a marked increase two weeks from this Tuesday. I hope they won't, but I expect they will.

Sigh.

Wear a mask, y'all.",pos
1)  iOS 13.5 speeds up access to the passcode field on devices with Face ID when you are wearing a face mask and introduces the Exposure Notification API to support COVID-19 contact tracing apps from public health authorities.,pos
"Alhamdulillah! 😍
37-day old youngest Corona fighter from Turkey in the world. Leaving hospital after winning the fight.♥️✌🏽
Its took my heart ❤❤ that little mask 😞
#Covid_19 #coronavirus pic.twitter.com/FJMzkxpiHZ",pos
"Funfact #Covid_19 tests are 100% not fun at all to the point those administering it, EXPECT YOU TO CRY AND USE A MASK OVER YOUR MOUTH CAUSE THEY EXPECT YOU TO COUGH FROM THE PAIN OF IT",neg
"And how much did Trumpians HOWL about Benghazi & now under Trumps watch Deaths from Covid-19 are three times as much as 9/11 & where are all of those upset Trumpians now? And trump still won’t wear a mask. Hey Trumpians, the virus doesn’t care what party you belong to.",pos
"According to the ""EXPERTS"", COVID-19 came from Wuhan China food markets, then it came naturally, then it came from a lab. It can't spread from human to human, then it can. Don't wear any mask, don't wear a N95 mask, then wear a cloth mask. Vaccine won't be available for years ?",pos
So my Grandma has now tested positive for COVID-19. Hope y'all who are angry that you may have to wear a mask from time to time and gung-ho to reopen the country are happy.,pos
"Protect yourselves and others from COVID 19 by wearing face mask, washing hands with soap and keeping physical distance.",pos
"Making it political. You have people homeless because of floods, you have people being arrested for elderly abuse in elderly home facilities. (We’ve seen the videos - Ronald Fletcher) how many people died in those facilities from abuse and are calling it Covid 19. Mask was worn.",neg
My friend complained about nobody wearing a mask at her ob-gyn's office and she was dismissively told she wouldn't get covid-19 from anyone there. She left.,pos
So what mask provides wearer protection from COVID-19? At best they subdue aerosolization from the wearer to others.POTUS is on a prophylactic protocol so he will not transmit to others. He stated he wore a mask and goggles in another area.,pos
"In guidance by WHO, the UN public health agency said “there is no evidence that wearing a mask (medical or other types) by healthy persons in the wider community setting can prevent them from infection with respiratory viruses, including COVID-19.”
 https://thehill.com/changing-america/well-being/prevention-cures/491725-who-no-evidence-wearing-a-mask-can-protect …",pos
"Trump Refuses To Wear Mask In Michigan Despite State Law, Ford Plant requires it

 https://theguardiansofdemocracy.com/trump-refuses-to-wear-mask-despite-state-law-and-ford-plant-policy-requiring-it/ …
@realDonaldTrump @WhiteHouse

The best thing that could happen to the U.S. and the world would be if Trump catches COVID-19 and dies from not wearing a mask ...",pos
"Michigan, where Governor Whitmer won't allow you to buy paint and gardening supplies but you can buy liquor and marijuana. 

They say the mask keeps you from spreading Covid-19 to others & Trump is fine.
 
You can't spread what you don't have.",pos
"...there is currently no evidence that wearing a mask (whether medical or other types) by healthy persons in the wider community setting, including universal community masking, can prevent them from infection with respiratory viruses, including COVID-19.

 https://www.who.int/publications-detail/advice-on-the-use-of-masks-in-the-community-during-home-care-and-in-healthcare-settings-in-the-context-of-the-novel-coronavirus-(2019-ncov)-outbreak …",pos
Pumped to be sporting my new mask from @MaritimeTartan! #mask #Covid_19 #physicaldistancing pic.twitter.com/3795DEJxuq,pos
"UBC researchers develop biodegradable medical mask made from wood fibre for COVID-19.
 https://apsc.ubc.ca/news/2020/05/ubc-researchers-develop-biodegradable-medical-mask-for-covid-19 …",pos
"A mask or cloth face covering should be worn in a community setting, especially in situations where you may be near people and 6ft distance may be difficult to maintain. Wearing a mask will help protect others from those who are COVID-19 positive and asymptomatic.  pic.twitter.com/qJFnuVFfnn",pos
"The “President”, who refused to wear a condom, while cheating on his wife with a porn star

& who refuses to wear a noninvasive mask to protect himself from #Covid_19

Is taking a a drug which is known to cause psychosis, paranoia and hallucinations, as a prophylactic😂
#25For45",neg
"He is practically daring COVID-19 to infect him at this point. If he cared even for his family's well being he'd put the damn mask on to risk them from getting hurt. 

He cares only for himself and his own ego.",pos
"The “President”, who refused to wear a condom while cheating on his wife, with a porn star

& who refuses to wear a noninvasive mask to protect himself from #Covid_19

Is taking a a drug which is known to cause psychosis, paranoia and hallucinations, as a prophylactic?😂
#25For45",neg
"Do you morons not understand that when one tests negative daily for COVID-19 you DON'T HAVE TO WEAR THE MASK? So if he's negative every day, the mask is useless bc the mask only stops asymptomatic carriers from spreading it to others. Not that hard of a concept to master.",neg
bitch go on and catch Covid-19 and you’ll be wishing you had the “symptoms” you described having from wearing a fuckin mask smh you were fine enough to pop on the camera and record a video tho right  https://twitter.com/briantylercohen/status/1263208102951743488 …,neg
"where is the mask @realDonaldTrump?, you lied again.  That is like 25,000+ lies, well at least that is less than the number of dead Americans from Covid 19, right?",neg
Karen needs to spend a day working with me. If she heard the horror stories I’m hearing from people who have survived covid 19 she’d have that mask on her sensitive face faster than Donald tRump comes up with his next lie.,neg
The unspoken message from Trump willfully breaking Michigan law to his cult members by not wearing a mask could not be more clear -- the law doesn't apply to them and he (and they) don't give a shit if you live or die. It's a huge middle finger to the American people. #Covid_19,neg
"Not peer-reviewed, but let's rush it out there, because ""OMG-MASKS!"".

Yawn. This is why you can't believe EVERYTHING ""scientists"" say. They have become the whores of the media

New study reveals exactly how useful a mask is at protecting you from COVID-19  https://www.newsbreakapp.com/n/0P6m8q6S?s=a2&pd=044jymrA …",neg
"Fact: Masks do NOT stop YOU from getting Covid-19
Fact: N95 masks do, that's it only N95

Fact: Wearing a facial covering stops YOU from infecting others around you.

Fact: If everyone wears a mask at this time in our lives, THOUSANDS OF LIVES CAN BE SAVED.

Don't be selfish😷",pos
"These symptoms seem similar to the COVID-19 Symptoms. If you have been wearing a mask for an extended period of time you may think you have the COV!! But realy just suffering from Hypercapina, interesting!!!  https://twitter.com/LB68314200/status/1263530794557079561 …",neg
"I might freely decide to wear a mask 😷 but know that even an N95 mask won’t protect from viruses. Much less paper masks & homemade cloth ones that are absolutely worthless vs COVID-19.  
But I absolutely refuse to be told or mandated to wear a mask into #Costco or in public. 🤯",neg
"… then they shouldn't have to wear a dumb
fabric mask either -- those masks don't do much

If wearing a mask, u should wear a N95 - I have
a N95 from Lowes from a project around the
house (back b4 covid-19).

Heard a man explaining today how he keeps
a mask in his pocket in case",neg
"I wonder if he kills any of the patients if they just list them as dying from COVID-19?  WTF is wrong with people, and how did nobody working there no this was going on?  Guess he doesn't have to worry about going to jail since it only happens if you go outside without a mask.  https://twitter.com/RealJamesWoods/status/1263561902686236672 …",neg
"From hydroxychloroquine and coronavirus,  to how to wear a face mask, virologist @KindrachukJason answers your COVID-19 questions. 

Have a question? Tweet us.  pic.twitter.com/sEo2dSANOR",pos
"When he lies in state from dying from Covid 19, the democrats should slip a mask as a joke over his blubber fat face.  https://twitter.com/brianschatz/status/1263564271746760707 …",neg
"You let a toxic man walk through the plant without a face mask.
You don't care if he gives you Covid-19.
I'll never buy anything Ford for the rest of my life. 
Your careless actions may cause one of your workers to catch something from POTUS.",neg
"Oh Lordy you got to be kidding me. Another Caucasian woman complaining about wearing a mask. Meanwhile thousands of minorities are dying from COVID-19. I'm so sick of people whining about a little inconvenience, while thousands are dead.",neg
Why did Trump wear a mask at all if he is sure he does not have COVID-19 AND also sure that by taking hydroxychloroquine Trump is immune from contracting COVID-19?,pos
Trump continues to ignore the medical experts stern warning that EVERYONE MUST WEAR A FACE MASK IN PUBLIC TO HELP FROM CONTRACTING COVID-19! But just as Trump continues to abuse the office of the presidency & continues to obstruct justice Trump must be held accountable,neg
"Thirty replies, and not a single strand of logic as to how Hilary would have saved the world from COVID 19

It's all REEEEEEEEEEE MASK
REEEEEEEEEE LOGIC
REEEEEEEEEE Flame bait

Its not that I think highly of myself kid, its that you think too low of yourself and behave like this.",pos
"The State AG should charge any of the Presidential staff who didn’t wear a mask, for breaking the law. Or better still the union for Ford workers should raise a civil case for endangerment of their members by White House staff, as they have come from a considered Covid-19 hotspot",pos
"Probably from not wearing a mask.  Bison have brucellosis, they don’t want COVID-19 too.",pos
Your link clearly states the following: Face coverings will not protect you from getting COVID-19. So I ask you @WDGPublicHealth why are you recommending wearing a non-medical mask?? It appears to be a misleading exercise in redundancy?  https://twitter.com/WDGPublicHealth/status/1263545210853888002 …,neg
"@realDonaldTrump  we are going to have 100,000+ dead Americans from Covid 19 by this weekend, before June 1. Totally incompetent response by you and your administration. And what did you do today, joked about not wearing a mask. Disgusting.  pic.twitter.com/VgyGjA8Ugn",neg
"''However, there is currently no
evidence that wearing a mask (whether medical or other types)
by healthy persons in the wider community setting, including
universal community masking, can prevent them from
infection with respiratory viruses, including COVID-19.''",pos
COVID-19 isn't like the disease in the movie Outbreak. Stepping outside without a mask doesn't mean you'll start bleeding out of your eyes. They are more to protect you from my sneezes and spittle in case I am asymptomatic. Give the president a clear germ shield or something,pos
"The Man that’s in the White House and is supposedly running our country, now in my State of Michigan not wearing a mask DON’T SPREAD YOUR DISGUSTING GERMS !!
Guess he wants COVID-19!so get it please!
Actually I’m from Detroit!!",neg
"Is it only me that is now thinking 
I'd love that orange mf to actually test positive
Meaning , that he positively test positive for covid 19 

But I don't want the mf to die from it 
Just sick enough to understand it's fucking important to wear a damn mask !!!!",pos
Not to worry #MAGA lovers will allow their spare bedrooms to be converted... whatever it takes to keep from wearing a mask #MAGA2020 #Covid_19 #COVIDIOTS https://www.al.com/news/2020/05/montgomery-running-out-of-icu-beds-as-coronavirus-cases-double-in-may.html …,pos
"REMINDER: For the foreseeable future (meaning, until we have it), there is no vaccine or cure for COVID 19. Wash your hands. Stay 6' from those persons around you. Respect those around you. WEAR A MASK. Reassess your definition of ""essential."" This is not just going away!  pic.twitter.com/KqJ38LSXWv",pos
"If masks work, why did #Fauci tells us there was no need for them? 

He’s the top doctor yet he didn’t realize a mask could prevent others from getting sick if everyone wore one?

Asymptomatic + masks = common sense 

Enough already... 

#Covid_19 #OpenAmericaNOW",neg
The CDC has stated a mask DOES NOT protect from COVID-19,neg
@CNN Hush about the mask thing. That’s not news. News is 99% of the population recover from COVID-19. Report that!!,pos
Guess in a crazy man's mind those things keep him from getting covid-19 and from needing to wear a mask like the rest of humanity. Wow.,pos
"No one is immune from COVID 19, it's a highly contagious disease- @DrLeanaWen re fact Trump is not wearing a mask, and should be under quarantine rather than visiting #Michigan #Ford plant. #deadlinewh #MSNBC #CNN #FoxNews #cspan",neg
"I fully expect to be wearing a mask in public a year from now. At 65 yrs old with asthma, covid19 will mutate like all viruses do, & keep coming back around for a while. Covid-19 doesn’t care we’re tired of quarantine! I’m with you, Mr. Jason. Y’all go ahead on 👋🏻",pos
Wearing face mask thos not means that you a not infected with covid 19 virus I remind the people that fear God is best thing for you to do in anny situation bleved that anny thing happen to you  from God or my people stop for doing bad thing  pic.twitter.com/78THtVopJA,pos
Explain...what is the purpose of the face mask? Compliance? I believe the CDC requirement to wear a face mask is to protect others from you if you should have covid-19.  I believe the president is tested frequently...  https://twitter.com/thehill/status/1263558209287196673 …,pos
"😃CHECK IT OUT! I finally made one of these...a COVID-19 SELFIE MASK! It’s actually made out of washable, color-fast fabric, printed from my ink jet printer. So, when I’m mad as h#@l or frowning, ALL YOU SEE IS A SMILE! 😃 Wanna make one? Here’s the link:  http://services.ayespee.net/selfie-mask.htm  pic.twitter.com/h2CSXiAalc",neg
"The City of Duluth has an exciting Youth Art Project concerning face masks and safety from COVID-19. They would like Duluth YOUTH to design a face mask!

Be creative. Be cultural. Be artsy! To download the mask template, click on the link below!  http://ow.ly/Hcvj50zN1su ",pos
"Wear your mask, practice social distancing, wash your hands.  Follow all protocols!

What Doctors Are Learning From Autopsy Findings of Coronavirus (COVID-19...  https://youtu.be/KzKvIYwqQkE  via @YouTube",pos
"Republicans and Evangelicals: ""I shouldn't have to wear a mask or social distance or make any changes to my life. My faith and religion will protect me and mine from this virus!""

COVID-19:  pic.twitter.com/e4HJLuVAT2",pos
Wasn't Guomo  screaming at a man for telling Cromo he should have his mask on around his family since he was  diagnosed with the virus and was in lock down?     Coronavirus Heartbreak: Chris Cuomo's Son Suffering From Severe COVID-19  https://www.newsbreakapp.com/n/0Opou1xO?s=a2&pd=05AZZQa7 …,neg
But what happened to the other black people[WTF] who were there and WERE NOT wearing a mask and protective eyewear. WTH is wrong with these people??? Do they not know the # of people dying from Covid-19 symptoms or not! WAKE THE HELL UP IDIOTS THIS IS LIFE OF DEATH!!!🤬,neg
"They NEED TO EXPERIENCE COVID 19 UP CLOSE AND PERSONAL. Not wishing DEATH on anyone, as it seems they could care less.
They NEED a first hand experience with the suffering. Wearing a mask protects others from you. When has chump EVER CARED ABOUT OTHERS?  https://twitter.com/ShantiAkers/status/1262229406774431745 …",pos
"hey maybe if @realDonaldTrump distracts everyone to talk about how he won't wear a mask, maybe they won't notice or talk about the 38.6 million unemployed or the 94K dead from covid 19, all under his watch. #positivelytowardnegative #TrumpDeathToll95K #thursdaythoughts #covid19",neg
"COVID-19 rules must be enforced& monitored on daily basis from all the schools,Schools COVID-19 monitoring committee must be form from all schools to ensure schools transports are clean, social distance& wearing of mask apply. 
Keep an eye, social distance on break, toilet times",pos
"If she could feel lack of oxygen from that mask, it is likely she has respiratory issues and really needs the mask to avoid the worse outcomes that come with Covid-19",neg
11Alive News Update: The mask debate wages on after a viral video at a Costco and how a breakthrough from Emory researchers could impact the race to find a COVID-19 vaccine  pic.twitter.com/TXz1FtDmeK,pos
iOS 13.5 “iOS 13.5 speeds up access to the passcode field on devices with Face ID when you are wearing a face mask and introduces the Exposure Notification API to support COVID-19 contact tracing apps from public health authorities.”,pos
"Ohio has more than 30,000 cases of COVID-19 which is up more than 700 from yesterday. It can be assumed that this spike in cases is due to a lack of physical distancing and mask wearing. Ohio also reopened a majority of businesses in the last month. #COVIDー19 #coronavirus",neg
"I don't get what ""they"" don't get about wearing a mask. I think that everyone that plays down Covid-19 for the threat that it is should should start their own country and secede from the United States. Is there nothing that unites us anymore? Make Dumfuckistan Great Again.  https://twitter.com/inminivanhell/status/1263545895263416321 …",pos
"Wear a mask!!!!

Deaths in US from COVID-19 as of 5/21/20

94,276
+1,528  pic.twitter.com/uUwFjBUQ39",pos
"Bought a #mask from @RadianClothing weeks ago, still hasn't shipped. Possibly if you are backlogged, you should disclose to the customer, before you take payment. #waiting #Covid_19 #CustomerService",pos
"@GovRonDeSantis Arrogance at its best! If I was you, I’ll keep my mouth shut, the future is yet to come and while I’m happy for all the places in the #world that have been saved from this pain, our future is uncertain #Covid_19 has the first & last word. So be humble & #mask up!!  https://twitter.com/marcorubio/status/1263421400519454720 …",pos
"Yesterday the federal and provincial governments suggested everyone wear a face mask 😷 when out in public, especially if you can’t physically distance from other people. To date we have had more than 1,000 cloth masks donated thanks to our volunteers! #thankyou #COVID__19",pos
"N95 masks are rated at 95% effective rate of particles of 0.30 microns. 

COVID-19 particles are 0.06- 0.12 microns, ~1/3+ smaller than N95 rated to stop.

Any mask is not preventing COVID-19 from passing through it.

 https://theconversation.com/coronavirus-drifts-through-the-air-in-microscopic-droplets-heres-the-science-of-infectious-aerosols-136663 …
 https://www.fda.gov/medical-devices/personal-protective-equipment-infection-control/n95-respirators-and-surgical-masks-face-masks … pic.twitter.com/iN8zoN0qTJ",pos
"The C19 solution: For any circled condition, you are at risk from Covid-19.  If any medical doctor certifies you are healthy, you don't isolate, or wear a mask, you go to work and carry on with your life just as before.  You have this right—Covid-19 poses a minimal risk to you.  pic.twitter.com/0dMbt3iDVS",pos
"You suggest I should give up my life and work so you dont have to live with the inconvenience of wearing a basic medical mask in confined spaces, provided for free? Despite what you believe, the dont really know the extent of long term damage to organs from #Covid_19",neg
"Wear your Nose Mask  wherever  you go it will help protect you from the virus.. 

And better still Sanitize your handsl with the Original #adonkohandsanitizer 
Let's defeat Covid 19 together  🙏  pic.twitter.com/7H6WCdal4i",pos
A mask will not protect you from getting COVID-19.,neg
"#MakeTrumpWearAMask = @realDonaldTrump is tested for COVID-19 EVERYDAY (which he has tested negative and thus would make a mask unnecessary) and the mask only stops you from being an asymptomatic carrier TO OTHERS, you idiots",neg
"We are close to 100,000 fatalities from COVID-19 in the US alone. That represents just under 30% of all deaths worldwide attributed to the virus. 

This. Is. Real.

Stay home if you can. Wear a mask and practice social distancing if you have to go out. 

Not that difficult!",neg
"I am.picking up a ## Covid 19 lockdown and social isolating  pack from  Walmart which includes a mask, gloves, covid 19 lozengers and hand sanitisers and fun bags!!!!!
It has 1001 tips for lockdown and total ##self isolation and ##solitary confinement!!!!",pos
"Major airlines are revamping their hygiene practices due to COVID-19. New standards include enhanced cleanings of aircraft, temperature checks & face-mask requirements for travelers. #eventprofs #inceniveprofs Review more details from @incentivemag here http://ow.ly/oTnD50zJkTV ",pos
COVID-19 is NOT fair. The Drs and Nurses dont like it either! We all miss hugs BUT you cant hug anyone from a casket! If you cant take wearing a mask stay the fuck at home!,neg
"Spit droplets can travel up to 6 feet so if you’re wearing a mask, your saliva won’t get on another person. From what I’ve seen, N95 masks filter our 95% of all particles and cloth masks 70%. If you have COVID-19, a cloth mask will not prevent you from transmitting it to others.",neg
"In Sweden almost no one wears a mask. I do indoors with other people, but I'm an exception. Donald Trump once believed he originated from #Sweden & this can have affected his decision.  One day I had dropped my mask bicycling & had to do a short errand w/o mask indoors. #Covid_19",neg
"This isn't 3 layers. The triboE mask is safer. 
CeNS develops TriboE masks to protect healthy individuals from COVID-19  http://ddnews.gov.in/sci-tech/cens-develops-triboe-masks-protect-healthy-individuals-covid-19 …",pos
95% of those who uses Face mask in Nigeria today aren't using it because of Covid 19. They are using it in order to avoid trouble from Nigeria Police!,neg
"This is how to become mentally tough in a crisis  https://bit.ly/3bUkOSq  Once we wanted to the world, now we’re on the streets with a roll of toilet paper in one hand and a face mask in another to protect us from the great unclean #Covid_19 #life #success pic.twitter.com/0mxrcRuCiO",pos
All these complaints from a mask..... imagine how you’d feel with Covid-19 😒😒😒  https://twitter.com/briantylercohen/status/1263208102951743488 …,neg
"Shoutout to Doctors and Nurses  working daily in Covid-19 isolation centers you guys are trying, God will you give y’all the strength to work through this pandemic and come out alive. Had my N95 mask on all day from 6am till 6pm, and trust me it was a struggle. Value Fresh Air",pos
Y’all still aren’t understanding MASKS DO NOT PROTECT YOU FROM COVID-19 MASKS PROTECT OTHERS FROM THE COVID-19 YOU MIGHT BE INFECTED WITH. WEAR A DAMN MASK IF YOU ARE PHYSICALLY ABLE. STOP BEING A SELFISH POS. Thanks ☺️,neg
"Went to the allergist for the first time in nearly 10 weeks and it was my first social outing since this nightmare began. Of course, had to wear a mask. They took my temp. 97.1 (a good sign) and my lungs sound clean as day. It seems allergies are indeed saving me from covid-19",pos
"got this from a trusted friend:

""Ear loop mask ... will not provide any protection against COVID-19)""  pic.twitter.com/zM5og0ygki",pos
"The future of flying? Just got an email from @emirates Check in 4 hours before, wear mask and gloves and no hand luggage. Now Emirates are a good airline imagine the bunfight on Ryan Air. “No mask no fly but you can buy ours at £100 and check in 8 hours before” #Covid_19  pic.twitter.com/T0t6VXRKsj",pos
"Mam, I clearly said I wear a mask, it doesnt take away from what I endure, take your insensitive a** away from my post, & I dont care what Trump is doing, tell him to quit firing pandemic teams so we can have heads up on pandemics like Covid-19",neg
"Even my phone has starting believing in the concepts of herd immunity, keeping @VodafoneIN app besides @reliancejio app in #Covid_19 scenario. 
Mask becomes utmost necessary if someone is suffering from any other disease, fantastic efforts #vodafoneidea
! #HerdImmunity # pic.twitter.com/9kJJv9ExGO",pos
"There are rewards for pretending like you're concerned for peoples' safety from COVID-19. You don't even have to practice social distancing or wear a mask, you just have to talk like you do and people will pat you on the back and you can feel good about doing your part.",pos
"A thread: I had an interesting interaction on Facebook earlier today regarding COVID-19. Shocking, I know. I asked a local group that I'm part of how being asked to wear a mask while in stores was different from being required to wear a seat belt while in the car.",pos
"Do you have a way that you can convey that to people? Instead of wearing a mask, will you wear a sign that says, “I recovered from COVID-19 already and have tested positive for coronavirus antibodies”? If not, just wear a mask. It’s not that big of an imposition.",pos
❤♥ A 7-year-old girl had her mom make a tiny face mask to protect the tooth fairy from COVID-19.  https://bit.ly/2zNCn9F ,pos
New study reveals exactly how useful a mask is at protecting you from COVID-19  https://www.newsbreakapp.com/n/0P6m8q6S?s=a2&pd=04lHRwJV …,pos
"If wearing a mask protected you from others, but didn't protect others from you, would you wear a mask? #WearAMask #beconsiderate #Masks #coronavirus #Covid_19 #TogetherApart #PPE #VoteByMail #VoteBlueToSaveAmerica #Biden2020 #VoteHimOut #TrumpDeathToll92K #TrumpPandemic",neg
"#ResearchtoAction: Another FAQ we have received is  whether wearing a mask can decrease the risk of COVID-19 transmission. 

Yes - universal & near universal use of masks has been shown to reduce transmission by preventing spread from an infected individual to another person.",neg
"To stay safe from COVID-19, residents should wear face masks or face covers and observe social distancing of at least six feet when outdoors. Wearing a mask protects others, who wear their masks to protect you. #HobokenStrong pic.twitter.com/AgFxJ6rjRL",pos
"Thank goodness for iOS 13.5 and Face ID realising you're wearing a mask, prompting passcode input more swiftly. Still far from ideal in this post COVID-19 world though, I wonder what @apple's next move will be. Rumors have it of Touch ID coming back, which I wouldn't be against.",pos
"I know several who work at Costco locations who may not like wearing a mask ‘for’ work but they do it to protect themselves from people like you who could be carriers of #Covid_19. The more you stay away, they healthier they remain. So, #ThankYou.",pos
#ZizileMustFall will never save us from covid-19 but reading and doing research will. Wearing of mask is not safe but it create not health problems and makes people more vulnerable to illnesses  pic.twitter.com/XiaUbWDNoW,neg
"COVID-19 still exists. As we emerge from our homes, please take measures to stay safe and healthy. Practice social distancing, wear a mask, wash your hands.",pos
"You can prevent yourself from dying from the flu by getting the vaccine. You can’t from Covid-19. This really isn’t difficult, and if you don’t believe in wearing a mask in stores, endangering others, I have no use for you. The macho thing is so 1950’s.",neg
New iOS update to help access passcode fast when you wear face mask & an Exposure Notification API to support Covid-19 contact tracing apps from authorities #LivingwithCovid pic.twitter.com/BY47z0b1uZ,pos
"Apple update 13.5 is activating contact tracing
iOS 13.5 speeds up access to the passcode fields on the devices with Face ID when you are wearing a face mask and introduces the exposure notification API to support COVID-19 contact tracing apps from the public health authorities.",pos
"Now let discuss this issue of face mask first 
👇
Are you walking with face mask 🎭 to prevent COVID-19 pandemic or u're just wearing it to be free from POLICE 👮🏿‍♂️  harassment 🙄😕",neg
Brilliant. Publish a letter that claims taking vitamin D is more helpful than wearing a mask or washing your hands. Not eating junk food won’t prevent you from getting Covid 19. Why publish things that could endanger people’s lives?,pos
"#facemasks, I protect you, you protect me

Wearing a face mask is not about #protecting yourself, but rather about protecting others.

Wearing a face-mask while on public transport, in shops/offices and in crowded places could help protect vulnerable people from #Covid_19  pic.twitter.com/XsbhXnX0Ez",pos
"People of Assam, please do practice
1.NAMASKAR for everyone.
 http://2.SOCIAL  DISTANCE
3.MASK 
4.HAND WASH.
5.AVOID GATHERING.
Keep in mind,u will be free from covid 19,to be evergreen.@himantabiswa @sarbanandsonwal @BJP4Assam @AssamViews @VoiceOfAxom @MLAJagdish @aajtak",pos
"It’s  h a p p e n i n g!
.
Expect contact from me if you have a previously booked appointment that was cancelled due to Covid-19.
.
To receive a service, you must own/wear a mask upon entering the building, while in…  https://www.instagram.com/p/CAdNxHZHqsP/?igshid=13nz2pwmwp45p …",neg
New study reveals exactly how useful a mask is at protecting you from COVID-19 #SmartNews https://www.theladders.com/career-advice/new-study-reveals-exactly-how-useful-a-mask-is-at-protecting-you-from-covid-19 …,pos
"What exactly is ""all that he is doing"" by not wearing a simple mask?

""The truth and the facts"" are that somewhere between 70,000 and 90,000 Americans have died so far from COVID-19. And wearing a mask helps us win the war against COVID-19.

And I thought Darren was pro-life...🤷‍♂️",pos
ALL NURSES NEED TO WEAR N95 MASKS WHEN TREATING COVID-19 PATIENTS !!!!  IF HOSPITALS DO NOT HAVE THE N95 THEN THE NURSES AND DOCTORS SHOULD BE ALLOWED TO BRING MASK FROM HOME !!!! AMERICA IS SO CORRUPT ALL COMMON SENSE SEEMS TO BE GONE !!!!  https://twitter.com/Harley_1955/status/1263486428266344454 …,pos
"Hey @SouthwestAir, us passengers are complying with the mask orders, but why doesn’t your staff have to as well? This is just one pic from the several employees not wearing their masks on this flight. Practice what you preach. #Covid_19 #coronavirus pic.twitter.com/uefPd69s1r",pos
"With the spread the Mask Fights, a study from Hong Kong confirms with reliable data the spread of COVID-19 has dropped 75% when people where a face mask.  https://twitter.com/BootsPatty/status/1263500007073873921 …",neg
"No, this particular mask is a N95, which is what is being used in hospital settings (minus the respirator). This particular mask does in fact protect the user from COVID-19, it just doesn’t protect others from you, as stated in the article you provided.",pos
"What's next from the DemonKKKrats for multible voting, refusing to ID yourself by wearing a Covid-19 mask or wearing a Bukra?",neg
"In honor of #WorldBeeDay from @ISIBugs  

""Save the Bees, Save the World"" #Covid_19 mask! <3   
 
#ThursdayThoughts #Insects #Biodiversity #bees #BeeDay #Insects #Science #Entomology #Biology #Nature #inspiration #STEMeducation #Wellness #CoronavirusUSA #maskedsinger https://twitter.com/ISIBugs/status/1263306688553197570 …",pos
"Here are some sublimated face masks recently ordered from @kevinsmithsport. Thank you to @adamsglassllc, Blue Mountain Union School, Lamoille South Unified Union and @MMUCougarNation for your orders! Looking for a mask to be help prevent the spread of COVID-19? Contact me today!  pic.twitter.com/x0fFJtBP8D",pos
"That mask physically affected you? Imagine having COVID-19. 
The mask emotionally affected you? 
Imagine having a loved one die from this “virus” 

Karen, just wear the damn mask  https://twitter.com/briantylercohen/status/1263208102951743488 …",neg
Not gonna go anywhere near that place now that pence was there. Pence The man who was exposed to COVID-19 and none of you wearing mask I would stay far far away from that Restaurant. And shame on you for not wearing a mask what kind of example are you setting.,neg
Wear a mask. That’s why Hong Kong only have 4 deaths from #COVID-19 #HongKonger pic.twitter.com/qbVi0Chzw2,pos
